temperature_c,humidity_pct,gas_ppm,hours_elapsed,freshness_score
23.27,54.05,401.86,20.78,25.06
3.39,54.36,95.6,41.85,61.32
16.45,40.21,52.16,11.11,82.55
22.09,71.6,589.85,34.64,6.0
26.01,39.36,568.65,38.35,10.46
3.82,47.8,12.86,3.73,100.0
25.65,35.94,467.35,24.24,21.07
3.46,63.8,32.11,9.68,92.81
21.57,62.9,44.38,4.56,89.94
5.74,60.43,294.89,71.28,27.96
33.26,50.4,650.0,23.21,6.5
10.64,48.59,366.97,58.31,23.78
15.33,71.5,148.53,18.33,56.71
4.39,57.29,126.46,49.07,55.57
15.29,69.43,509.25,54.74,9.58
27.98,52.61,650.0,42.89,3.56
34.81,67.53,650.0,33.95,1.85
10.97,83.25,214.2,29.65,45.01
15.3,73.21,312.88,25.12,32.61
22.2,59.23,603.48,66.93,4.31
30.78,68.6,650.0,59.8,0.5
22.35,61.63,627.39,69.48,3.65
16.88,65.11,27.62,8.95,83.35
11.03,60.44,361.97,52.62,22.69
21.6,62.7,595.48,67.56,4.38
4.36,67.97,18.55,13.05,100.0
22.89,51.09,30.14,4.79,93.79
11.48,50.78,363.37,53.36,22.62
20.98,45.56,525.34,41.36,11.08
4.75,42.6,178.86,60.61,44.86
20.24,47.96,95.94,10.06,74.01
15.74,67.23,536.52,57.26,8.24
23.75,52.5,225.27,14.52,46.17
2.63,72.19,36.45,11.78,93.48
23.76,65.49,194.72,11.83,51.55
20.89,37.44,563.62,58.65,7.88
24.29,74.17,650.0,47.89,1.46
21.24,76.35,563.98,37.66,7.53
23.01,51.09,422.38,25.84,23.82
24.14,70.88,637.17,63.16,3.45
5.25,53.01,49.0,28.26,78.09
22.43,66.37,623.31,58.8,2.58
14.1,47.3,222.6,31.62,42.61
3.91,39.9,24.28,27.14,85.0
4.8,59.64,93.17,33.31,65.1
14.71,63.27,135.1,21.7,57.42
23.41,59.43,621.65,53.83,4.06
21.47,48.42,504.96,36.2,14.76
22.11,59.4,285.23,16.72,39.7
14.25,68.77,526.01,64.77,6.8
14.36,64.37,247.86,27.64,39.88
2.71,67.56,115.75,39.14,62.0
10.58,55.62,363.87,65.27,22.79
15.8,81.4,520.39,44.95,8.26
2.14,48.53,12.0,8.42,96.72
4.98,71.83,317.94,67.67,24.95
22.09,81.55,586.65,45.19,7.03
21.01,71.73,425.59,24.11,21.07
31.76,62.16,434.05,10.03,26.52
35.45,57.6,650.0,57.17,3.26
22.15,79.51,590.11,44.65,6.07
16.07,45.08,328.61,38.41,27.68
19.4,51.42,559.0,64.36,7.07
21.52,59.43,554.76,56.78,9.71
4.45,82.33,17.44,10.92,99.63
13.0,70.32,166.03,22.44,52.67
21.93,51.45,235.95,17.89,44.34
13.4,60.66,427.62,53.56,16.97
21.99,56.4,26.77,2.41,99.34
22.02,55.06,593.63,41.03,5.16
2.92,78.7,219.65,54.9,39.85
10.13,45.8,374.56,63.13,21.55
14.63,87.52,277.25,24.63,35.32
2.96,76.6,215.14,59.13,39.57
5.35,80.27,30.6,7.97,92.56
22.38,58.52,628.64,60.94,3.35
2.57,62.9,12.0,9.18,100.0
14.76,44.94,216.7,28.6,46.05
5.97,57.65,224.19,57.41,38.48
28.65,71.91,356.33,10.79,32.71
2.92,83.14,47.16,16.51,90.86
13.36,49.5,400.22,52.0,20.02
28.37,59.88,650.0,51.84,0.0
23.46,62.88,627.55,46.16,2.32
4.77,45.46,137.45,49.96,56.85
24.25,73.28,609.83,39.08,4.93
15.97,54.86,117.27,18.13,61.77
12.77,62.26,162.48,24.89,52.7
3.61,58.67,34.23,13.08,95.23
4.72,53.95,227.81,65.41,38.81
21.2,64.9,571.36,42.0,7.17
14.74,61.98,288.69,28.86,34.76
11.26,59.79,192.66,33.26,46.39
20.09,54.8,604.03,68.2,3.64
20.42,69.47,120.95,11.04,64.17
3.35,88.15,156.41,42.21,51.45
21.53,66.96,555.38,36.42,9.66
3.8,78.95,164.06,44.02,49.42
21.8,45.54,26.47,1.3,97.06
20.96,67.21,624.15,62.79,2.84
30.48,49.64,650.0,67.11,2.24
4.05,44.32,81.17,40.69,65.83
2.8,54.65,111.28,50.16,58.91
4.89,81.69,328.0,66.42,23.19
3.38,78.3,201.23,50.92,42.8
3.73,68.4,20.67,10.98,98.79
34.7,43.54,650.0,41.49,2.24
2.81,62.25,89.7,43.68,65.34
1.0,69.22,48.51,30.54,78.69
19.91,67.46,578.3,53.02,5.9
13.45,39.19,449.83,67.27,15.0
21.59,52.54,649.75,66.64,1.21
3.77,64.1,56.34,32.46,74.53
13.12,72.51,21.65,8.15,96.63
6.9,34.25,262.07,70.91,32.64
4.94,62.73,240.81,60.4,36.73
28.05,67.0,252.74,8.98,46.76
3.98,76.89,298.38,66.3,26.27
14.0,74.7,547.52,62.63,4.32
12.69,73.16,359.61,37.36,25.52
13.21,53.8,362.09,42.57,24.65
24.64,38.29,462.78,28.73,20.11
3.68,59.5,12.99,3.94,99.45
22.86,79.02,520.42,24.13,13.6
30.83,84.51,650.0,57.81,2.53
23.69,74.95,21.13,0.33,97.49
33.43,71.01,650.0,24.01,1.83
4.03,70.31,56.44,28.67,74.61
15.32,57.21,354.04,38.69,26.22
4.66,63.18,248.01,66.23,32.91
21.39,88.37,504.91,24.94,14.41
35.12,51.8,650.0,24.98,3.84
2.58,87.61,196.02,53.1,39.48
21.67,60.49,512.54,32.56,13.86
5.34,83.56,32.87,16.17,84.2
20.65,45.3,445.28,32.58,19.96
12.54,73.2,40.43,10.14,85.35
30.8,54.69,442.01,12.7,25.08
22.44,45.19,528.54,35.88,11.95
9.97,68.06,147.55,30.16,56.65
4.86,79.13,309.6,65.87,24.33
4.86,53.17,55.07,26.09,78.79
4.53,44.01,97.35,41.8,66.07
4.02,63.71,137.27,45.52,55.44
30.93,63.78,48.91,0.94,100.0
20.8,72.68,598.47,47.77,4.18
17.35,78.29,143.66,12.82,59.88
4.81,64.17,274.23,69.2,30.57
35.0,90.98,650.0,10.7,7.06
23.65,68.14,564.82,29.85,9.45
4.71,60.15,19.56,6.15,98.48
18.93,42.44,585.24,71.77,5.36
16.54,61.32,384.06,36.16,23.16
3.58,60.29,102.17,42.87,59.62
10.66,78.44,21.16,4.83,97.26
15.02,71.47,501.86,54.0,10.3
3.31,48.49,33.49,15.11,95.94
27.14,67.41,650.0,64.66,1.38
21.78,74.4,275.23,14.77,41.01
23.1,86.39,309.84,13.73,34.64
12.39,77.43,21.63,2.63,100.0
14.08,75.65,343.24,33.99,26.76
22.87,65.84,630.96,40.67,2.98
14.15,70.44,27.0,4.73,97.13
4.12,82.49,255.22,55.84,33.94
12.98,46.34,193.91,32.64,47.18
27.89,60.11,650.0,37.76,2.41
11.78,54.18,196.28,31.73,46.72
5.86,70.31,81.17,28.85,66.84
23.2,82.22,603.18,40.29,5.64
2.51,56.64,20.4,11.18,99.92
2.24,31.54,20.84,13.1,97.07
4.2,59.23,209.01,62.05,40.74
11.98,77.79,488.16,68.12,9.14
20.49,72.53,453.96,26.88,17.96
11.48,70.99,106.01,19.49,66.68
4.06,61.08,119.99,46.37,56.15
30.99,47.09,650.0,29.43,6.05
32.5,72.21,53.32,1.83,98.16
33.17,53.32,483.56,11.24,21.51
4.21,95.0,255.25,51.55,31.63
11.67,72.99,400.54,47.44,19.26
30.67,56.87,19.99,1.95,93.72
22.31,56.44,250.87,15.98,42.97
4.29,63.7,42.87,16.64,91.94
3.73,61.65,101.63,48.38,59.58
13.35,80.64,12.0,1.42,99.37
32.09,67.61,316.93,7.5,37.66
11.93,54.76,400.3,57.59,19.6
15.0,91.47,136.74,12.86,60.69
5.79,65.69,190.46,47.0,44.13
18.95,75.76,251.66,17.15,42.34
22.34,56.48,60.78,7.16,83.78
16.77,70.08,173.89,17.51,55.13
20.83,69.36,605.45,52.0,3.76
25.53,38.54,639.7,61.61,2.61
2.08,93.21,261.35,59.78,29.9
12.22,83.07,275.17,28.6,34.5
3.01,59.44,115.7,48.1,58.21
24.33,49.57,280.61,14.76,39.94
21.4,69.87,403.63,21.11,25.09
22.27,66.21,650.0,64.54,0.41
21.23,69.98,26.78,0.94,100.0
14.03,67.68,33.87,6.16,99.07
30.29,72.09,585.7,14.97,11.8
14.6,85.26,28.19,1.91,95.33
3.88,72.95,31.42,13.06,94.02
25.98,50.3,631.16,41.98,5.12
21.86,84.08,561.91,30.34,10.02
14.54,87.97,540.32,64.27,4.55
33.18,95.0,650.0,58.86,0.0
29.45,49.27,594.97,24.61,10.21
2.03,68.4,27.24,18.68,93.97
32.15,35.85,650.0,27.34,2.02
3.79,72.74,140.59,42.5,53.41
5.99,57.33,22.57,19.3,87.66
4.03,91.93,232.7,44.94,37.68
33.16,54.16,650.0,29.48,7.13
26.17,41.35,617.55,39.75,5.12
4.28,58.4,61.25,31.4,74.53
13.67,37.34,70.12,21.2,71.18
24.13,75.52,650.0,68.29,0.1
2.49,36.09,106.72,54.98,58.96
31.11,65.4,412.72,10.09,28.76
23.46,35.91,598.67,62.53,6.37
15.13,60.52,341.6,35.1,26.66
32.44,88.01,650.0,64.41,0.0
14.56,70.05,467.05,57.59,12.01
29.5,52.91,650.0,30.62,4.81
23.24,64.56,23.2,1.62,97.83
23.29,65.25,392.13,19.34,26.14
3.26,71.62,101.27,39.0,63.31
31.46,45.86,649.89,45.61,7.19
10.78,73.3,83.67,18.57,72.68
3.55,30.0,21.22,10.03,100.0
3.62,56.18,195.39,60.11,43.16
18.64,58.16,604.79,70.88,2.16
15.41,73.87,422.29,37.85,18.72
21.94,65.32,178.93,12.36,54.44
33.59,45.32,650.0,19.61,6.34
5.54,51.21,12.0,1.32,99.59
24.19,67.78,648.39,65.83,2.66
4.67,63.89,25.13,8.48,98.7
32.41,56.89,650.0,41.51,2.78
22.4,58.27,334.34,19.73,31.44
15.45,74.75,462.79,39.9,15.38
19.69,57.75,557.42,46.9,7.92
11.82,63.77,451.29,59.74,12.76
13.58,95.0,97.39,14.86,65.12
22.4,45.07,22.31,0.79,99.91
15.0,39.07,42.94,9.86,90.58
13.04,75.97,519.83,64.8,6.67
15.86,55.5,448.43,62.92,15.56
25.91,60.54,650.0,43.01,1.64
18.7,54.06,496.85,43.24,12.2
2.67,61.36,124.73,47.88,59.05
24.99,87.38,368.15,12.63,31.1
22.38,76.23,611.94,65.84,4.09
4.3,77.07,63.45,30.15,72.22
4.6,45.17,19.14,27.59,84.06
5.37,48.88,84.83,37.36,64.56
11.77,30.0,14.8,3.38,98.99
10.46,53.67,30.44,11.97,91.92
24.4,78.39,597.92,53.14,6.75
21.77,72.24,46.42,5.96,81.32
19.09,61.9,492.15,43.43,13.32
14.17,64.69,107.54,17.67,65.82
20.65,55.36,405.13,28.03,24.02
15.09,67.87,165.01,20.79,51.14
30.48,75.72,650.0,25.61,2.54
25.63,42.38,612.0,51.77,5.61
5.9,69.2,49.64,21.39,82.44
21.95,78.05,575.99,40.78,7.89
12.99,59.19,259.41,34.28,36.64
22.01,74.81,618.95,47.78,3.03
2.78,95.0,337.9,67.45,19.75
3.03,63.54,129.05,52.75,51.95
32.58,70.51,608.39,15.48,11.15
2.49,54.67,19.83,2.25,97.81
21.9,67.54,367.78,18.88,29.26
3.72,71.44,130.88,42.85,53.73
26.31,67.73,42.63,3.7,86.04
25.75,50.72,612.75,35.74,5.54
16.7,67.89,492.17,42.97,11.2
10.56,85.47,160.66,24.07,50.9
4.56,71.28,248.92,55.51,35.56
5.18,78.47,19.98,7.68,93.93
15.02,61.68,26.81,5.41,100.0
26.94,75.5,643.97,52.43,4.36
33.86,68.91,650.0,35.68,0.0
26.67,51.69,650.0,49.56,3.71
22.18,69.46,528.92,31.31,12.32
23.09,51.12,271.91,17.74,39.53
19.47,56.14,598.25,58.98,4.19
3.91,67.65,194.1,57.56,42.02
35.01,69.16,650.0,50.02,0.0
25.45,48.35,446.66,19.59,22.26
20.16,79.76,548.42,42.5,8.27
3.62,73.01,43.84,25.99,81.39
12.17,55.13,22.51,6.59,100.0
17.28,43.47,561.37,66.05,5.63
31.13,62.97,344.65,9.85,33.43
17.88,58.76,564.31,68.42,4.39
11.81,66.58,226.3,32.11,42.67
33.11,59.92,603.71,13.33,12.27
4.18,36.9,66.08,39.02,70.66
12.29,59.56,457.38,62.85,12.42
3.0,60.72,148.05,52.72,51.96
22.93,73.87,650.0,58.07,1.1
35.11,55.23,650.0,47.43,2.28
6.51,88.5,282.48,49.84,29.6
28.43,38.24,650.0,61.14,3.22
2.07,83.36,29.95,17.98,93.13
30.16,61.86,650.0,35.24,4.0
20.31,77.03,283.88,15.93,37.65
21.32,66.12,581.75,71.11,5.45
4.22,80.95,328.75,67.97,22.94
31.25,59.58,49.65,2.84,91.02
20.83,49.62,530.02,50.8,11.0
15.39,84.89,537.93,66.62,5.8
21.28,63.41,197.76,13.0,51.74
6.43,68.1,189.39,40.89,46.22
29.96,82.29,650.0,65.92,3.42
4.01,50.55,24.89,2.44,99.54
21.42,73.34,610.04,50.21,4.59
12.65,56.74,107.0,21.41,66.66
3.77,63.15,233.44,66.56,36.29
3.57,66.01,255.77,69.92,32.28
3.78,44.0,208.01,67.99,42.24
13.4,54.1,255.4,34.14,37.09
13.56,83.92,499.32,62.07,9.4
21.4,77.41,599.88,60.81,3.9
5.65,64.12,55.56,22.98,80.26
1.35,68.4,150.34,59.68,49.78
24.17,60.88,40.04,2.66,96.34
5.84,83.99,238.04,42.93,37.46
36.51,62.2,650.0,16.56,4.15
29.77,68.25,321.2,8.68,38.75
20.29,81.04,54.86,5.54,86.36
22.94,54.12,583.8,50.13,7.88
30.56,86.82,650.0,24.47,2.01
2.29,43.57,91.67,52.18,63.85
3.68,87.81,23.42,4.71,97.74
3.48,59.78,28.49,22.7,86.51
24.94,61.6,650.0,38.84,2.34
4.71,38.54,156.46,56.93,50.86
21.47,58.63,364.03,22.95,26.34
32.53,50.44,650.0,45.06,2.74
28.87,56.49,650.0,63.79,1.63
9.28,63.08,278.99,44.34,32.66
2.08,78.41,21.03,16.77,94.17
21.06,67.91,34.09,1.76,99.51
22.04,69.31,632.04,62.65,3.14
4.55,49.66,24.32,1.53,99.95
6.43,52.67,272.21,62.98,31.63
30.97,90.18,650.0,38.08,1.73
24.86,54.71,646.98,67.61,3.02
22.89,88.19,650.0,57.51,0.0
32.83,61.6,650.0,71.85,0.0
21.44,65.03,446.24,25.25,20.01
13.47,79.99,491.55,55.24,11.02
11.98,82.81,248.79,28.94,40.03
12.42,63.45,273.02,34.55,34.63
16.68,59.56,484.03,45.18,13.42
23.47,64.22,649.6,62.9,1.25
20.3,69.73,640.18,70.85,0.93
31.13,77.48,650.0,55.32,0.0
10.74,65.06,159.52,30.08,51.41
23.86,73.66,602.05,30.34,6.44
23.32,87.94,614.29,53.11,3.06
21.88,70.34,340.62,17.19,30.04
20.82,69.36,69.03,7.95,76.57
2.36,43.74,30.37,25.53,88.79
15.29,30.0,79.09,20.68,71.73
4.23,70.44,26.92,21.33,83.94
12.89,63.67,87.69,16.82,67.82
12.88,57.79,30.33,3.03,94.9
20.73,68.41,32.27,1.29,99.62
31.76,64.15,650.0,71.12,1.83
23.57,80.79,583.49,30.8,8.5
24.96,66.21,562.2,27.67,10.78
15.24,54.54,410.63,48.93,19.13
21.23,78.86,304.68,15.71,35.37
3.21,61.96,210.98,68.4,38.0
4.51,72.37,262.11,56.62,32.2
14.25,58.32,37.68,6.44,93.4
14.76,55.9,293.45,30.07,34.5
4.02,66.18,257.7,63.3,34.33
3.23,65.18,240.35,68.02,34.55
4.59,71.72,104.94,33.65,64.54
30.62,61.24,650.0,44.17,1.91
15.63,39.29,58.11,12.03,83.4
12.77,58.94,485.1,71.36,9.96
6.17,76.11,47.8,16.68,82.7
23.42,60.84,622.03,67.88,5.17
3.77,61.55,135.29,46.77,54.27
4.86,78.81,194.71,43.76,43.85
12.15,55.03,240.32,36.91,41.45
2.45,43.4,23.97,16.61,92.97
2.85,62.75,14.49,12.71,93.8
4.57,58.22,44.65,15.88,90.48
5.78,51.47,21.4,13.42,94.58
4.43,62.54,200.33,56.13,42.54
11.11,71.88,152.46,25.21,56.04
18.33,64.87,22.48,4.16,100.0
21.33,69.3,646.41,69.78,0.0
11.68,90.39,483.12,63.63,9.6
3.62,60.2,225.9,66.8,35.33
28.06,68.9,650.0,71.63,0.0
19.99,57.87,124.78,12.52,63.51
4.0,53.15,47.39,28.53,78.96
22.44,56.81,559.43,54.59,8.12
2.5,58.3,122.38,50.11,59.71
16.24,70.03,64.04,11.08,77.55
10.53,95.0,449.02,58.74,13.48
32.84,54.98,634.35,16.16,8.78
10.59,59.17,46.77,16.11,79.43
20.68,64.12,589.19,38.66,5.48
36.56,70.54,650.0,42.69,0.0
4.73,68.69,131.35,41.77,53.98
5.06,82.98,33.66,6.59,98.31
14.56,31.03,432.43,63.18,16.38
14.7,31.58,73.62,19.12,70.06
14.71,58.06,42.23,9.33,91.13
32.05,80.36,650.0,63.99,0.94
20.63,43.08,574.27,68.81,6.21
21.16,30.0,612.84,62.07,2.32
12.94,73.0,477.5,58.29,12.3
23.08,68.41,638.58,47.18,1.71
32.59,49.74,650.0,39.66,1.19
22.13,51.2,46.16,6.26,88.84
3.46,51.42,45.38,29.41,81.98
18.02,66.55,373.04,26.83,25.67
3.44,56.23,13.69,18.7,91.89
4.32,71.92,220.49,52.09,37.83
3.48,30.0,40.77,35.7,83.39
18.26,53.0,25.15,5.84,93.31
21.29,49.24,180.6,15.85,53.62
3.92,61.41,160.72,49.19,50.42
13.22,57.47,33.84,5.48,96.13
14.22,76.17,519.98,61.29,6.49
13.69,38.97,241.11,35.65,43.13
6.52,65.64,135.83,34.6,56.95
8.62,72.82,251.8,42.65,36.34
23.42,90.99,650.0,59.38,0.69
3.7,58.26,64.48,25.04,79.99
3.57,69.54,157.13,48.82,47.82
12.99,39.75,284.52,40.73,33.84
33.8,31.51,598.36,19.23,10.97
17.0,76.83,594.76,63.26,2.33
21.5,64.92,591.07,57.41,5.93
11.63,81.5,409.82,47.41,17.47
21.45,45.77,598.12,61.24,4.56
3.22,72.28,212.16,62.45,37.01
25.28,91.16,644.78,51.0,3.71
28.7,70.88,650.0,60.26,0.94
21.73,68.87,619.24,50.22,2.92
36.43,65.12,650.0,48.97,0.0
23.27,43.01,586.31,44.54,6.21
4.89,83.98,285.65,54.2,29.56
32.53,56.45,461.57,11.42,23.72
3.78,72.06,254.89,63.42,32.08
13.89,43.12,426.21,62.77,16.51
3.22,48.49,18.95,2.11,98.6
5.59,85.09,328.3,59.46,23.94
20.07,60.14,49.35,9.28,79.94
5.7,85.35,70.86,24.13,70.92
14.31,63.9,463.61,53.53,13.31
22.78,39.21,109.58,11.57,65.45
3.28,77.49,257.53,58.89,34.36
1.76,56.74,146.79,59.91,49.81
18.24,74.78,495.96,36.54,12.1
12.81,65.35,17.76,0.46,100.0
24.04,43.4,388.33,20.67,28.73
22.93,67.3,645.66,44.42,2.18
23.52,95.0,608.62,70.65,4.83
30.35,71.9,650.0,45.49,2.09
15.53,64.19,163.7,18.71,54.33
18.33,80.05,560.31,45.65,6.56
5.21,67.95,127.75,38.88,56.32
14.56,67.93,447.1,56.15,14.68
25.95,49.72,109.14,7.7,68.77
14.42,68.27,456.16,54.79,13.78
21.93,79.5,568.86,38.97,9.25
23.07,53.3,645.02,69.34,1.17
36.24,84.94,650.0,24.61,0.98
30.09,63.72,650.0,45.55,0.0
14.84,52.57,507.63,67.11,9.34
18.02,78.97,53.36,7.38,84.02
22.41,60.98,611.66,67.48,4.02
11.01,75.63,374.71,49.53,22.05
21.65,60.92,16.74,4.88,90.02
21.36,64.16,408.34,21.67,23.05
23.16,71.91,623.36,50.99,3.31
14.54,69.07,16.98,4.85,97.39
3.18,37.06,60.23,41.92,73.96
11.46,49.3,109.05,24.9,64.31
4.95,78.01,197.18,44.71,44.11
36.73,63.15,105.08,3.29,72.23
14.72,57.67,481.42,62.75,11.22
1.64,45.98,165.16,70.09,47.88
5.07,49.88,263.01,69.76,32.68
19.47,36.69,540.26,53.97,9.73
24.0,63.58,123.94,9.37,65.76
